E. Timorese Youths,6
Derna Protection Force (DPF),6
Albanian National Army (ANA),6
Armed Proletarian Power,6
Basque Rectitudes,6
All Nepal National Free Student Union-Revolutionary,6
Death to Bazuqueros,6
Tribal Battlefront,6
Chinland Defense Force,6
Arab Revolution/Liberation Vanguard Organization,6
Villagers,6
Ansar al-Tawhid,6
Left-Wing Demonstrators,6
Revolutionary League,6
Mujahideen Kashmir,6
Liberians United for Reconciliation and Democracy (LURD),6
Popular Liberation Resistance Force,6
People's Democratic Party (PDP),6
Manuel Jose Arce Commando,6
Afrikaner Resistance Movement (AWB),6
February 17 Martyrs Brigade,6
Khaled Ibn al-Walid Army,6
Jaime Bateman Cayon Group (JBC),6
People's Army (Myanmar),6
Taxi Drivers,6
Workers Brigade for Communism,6
Extraparliamentary Opposition (APO),6
Black Hand (Colombia),6
Jamaat-al-Fuqra,5
Ansar Ghazwat-ul-Hind,5
Jukun militia,5
Boogaloo movement,5
Abbala extremists,5
Fighting Guerrilla Formation,5
Islambouli Brigades of al-Qaida,5
Anti-Fascist Activists,5
Gracchus Babeuf,5
Al-Yakin Mujahidin,5
Islamic Front,5
Popular Front for Justice in the Congo,5
Abu Obaida bin Jarrah Brigade,5
Kurdish Democratic Party-Iran (KDP),5
Africa Marine Commando,5
Pro-Palestinian extremists,5
High Council for the Unity of Azawad (HCUA),5
Revolutionary Force Seven,5
Red Guerilla Family,5
February 14th Movement,5
Jund al-Aqsa,5
Iranian extremists,5
Samyukta Janatantrik Terai Mukti Morcha (SJTMM),5
Drug-Related Terrorists,5
Pro-Government extremists,5
Montoneros Patria Libre,5
Revolutionary Organization of Socialist Muslims,5
Mai Mai Charles Militia,5
Military Command Council for the Salvation of the Republic (CCSMR),5
Jammu and Kashmir Islamic Front,5
National Congress for the Defense of the People (CNDP),5
Mahaz Fedai Tahrik Islami Afghanistan,5
Salafia Jihadia,5
Madhesh Rastra Janatantrik Revolutionary (RJR) - Nepal,5
Armed Communist Formations,5
Mujahedeen Shura Council in the Environs of Jerusalem,5
Hezb-e Wahdat-e Islami-yi Afghanistan,5
Muslim Demonstrators,5
Al-Shuda Brigade,5
Rival caste,5
Popular Revolutionary Vanguard (VPR),5
Al Bayda Province of the Islamic State,5
Fred Hampton Unit of the People's Forces,5
Americans for a Competent Federal Judicial System,5
Communist Anti-Nuclear Front,5
Phalange,5
Puerto Rican Armed Resistance,5
CCCCC,5
Meinhof-Puig-Antich Group,5
Khristos Kasimis,5
Mai Mai Hapa Na Pale,5
Organization for Revolutionary Self Defense,5
United Nicaraguan Opposition,5
Mai Mai Malaika Militia,5
Kirat Janabadi Workers Party,5
Shan United Revolutionary Army,5
Miscreants,5
Right Wing Vigilantes,5
All Burma Students' Democratic Front (ABSDF),5
Kuki tribesmen,5
People's Liberation Organization of Tamil Eelam,5
Lendu militia,5
Mungiki Sect,5
The Northern Alliance (or United Islamic Front for Salvation of Afghanistan - UIFSA),5
Dagestani Shari'ah Jamaat,5
Badr Brigades,5
Cambodian Freedom Fighters (CFF),5
Croatian Freedom Fighters,5
Independent Peasants Union,5
Mano Blanca,5
Wrath of Olives,5
Evan Mecham Eco-Terrorist International Conspiracy (EMETIC),5
Red Cell,5
Al-Adl Wal Ihsane,5
Kenya African National Union (KANU),5
Hekla Reception Committee-Initiative for More Social Eruptions,5
Puerto Rican Revolutionary Movement,5
Azania People's Organization (AZAPO),5
Farmers,5
Pan Africanist Congress (PAC),5
Sudanese People's Liberation Forces,5
International Committee Against Nazism,5
Kanak Socialist National Liberation Front,5
Anti-State Justice,5
November 21 Organization,5
People's Revolutionary Command (CRP),5
Al-Ittihaad al-Islami (AIAI),5
Revolutionary Perspective,5
Mozambique Liberation Front (FRELIMO),5
Baloch Waja Liberation Army (BWLA),5
Tamil Makkal Viduthalai Pulikal (TMVP),5
United Liberation Torchbearers Forces,5
Kharkiv Partisans,5
Armenian Group,5
Anti-Asian extremists,5
All India Sikh Students Federation (AISSF),5
Sanatan Sanstha,5
Khun Sa Guerrillas,5
Fatah Hawks,5
Kurdish Sympathizers,5
Revolutionary Armed Forces- Argentina (FAR-A),5
Fuerza Nueva,5
Coca Farmers,5
Conscientious Arsonists (CA),5
Che Guevara Guerrillas,5
Abkhazian Separatists,5
Long-time Muslim immigrants from Bangladesh,5
Ethiopian People's Revolutionary Party,5
Protestant Action Group,5
Islamic Movement of Uzbekistan (IMU),5
Patriotic Liberation Front,5
Sudan Revolutionary Front (SRF),5
Zarate Willka Armed Forces of Liberation,5
Spanish National Action,5
Communist Territorial Nuclei,5
Tanzim,5
Hutus Former Soldiers,5
Druzes,5
Ein Tyrol (One Tyrol),5
Forces for the Defense of Democracy (FDD),5
Zero Tolerance,5
Punitive Leftist Front,5
Armed Proletarian Groups for Communism,4
People's Democratic Army,4
Revolutionary Front for Hatian Advancement and Progress (FRAPH),4
Mayhem Squads,4
Iraqi Revolutionary Forces,4
Ahneish Militia,4
Real Ulster Freedom Fighters (UFF) - Northern Ireland,4
Anas al-Dabbashi Brigade,4
Armed Communist Nucleus,4
Kuki National Liberation Front (KNLF),4
Armed Struggle for Communism,4
Afghans,4
Georgian extremists,4
Hill Tiger Force (HTF),4
Miskito Indian Organization,4
Ingush Rebels,4
Cannibal Army,4
Sindhi nationalists,4
Popular Rage,4
Serbian Nationalists,4
Otpor,4
Siriri,4
Hurras al-Din,4
Armenian militants,4
Milicias Rodriguistas,4
Achik National Liberation Army (ANLA),4
Al-Qaqa Brigade,4
Jharkhand Prastuti Committee (JPC),4
Anti-Environmentalists,4
South Sudan United Front (SSUF),4
Sudtiroler Volkspartei-south tyrol people's party,4
New Jewish Defense League,4
Armenian nationalists,4
The Association for Islamic Mobilisation and Propagation (UAMSHO),4
Al-Faruo Battalion,4
United Tribal Liberation Army (UTLA),4
Basque terrorists,4
Pathalgadi Movement,4
Mon Guerrillas,4
Nyandan militia,4
Movement of the youth in Tripoli,4
Democratic Progressive Party (Malawi),4
Anti-Communist Vigilante Group,4
Ugandan Rebels,4
9 May People's Liberation Force,4
Sicarii,4
Eritrean Peoples Liberation Front,4
Achik National Cooperative Army (ANCA),4
Donskoy Army,4
Tabu Tribe,4
Anti-Imperialist International Brigades,4
Zimbabwe Guerrillas,4
Proletariat Self-defense Groups,4
Spanish Armed Group,4
Imbonerakure militia,4
Armed Workers Squads,4
Crypteia,4
Armed Fight for Communism,4
Urban Guerrillas,4
Bachama extremists,4
Punjabi Taliban,4
Ahle Sunnat Wal Jamaat (ASWJ-Pakistan),4
Mukhtar Army,4
Nandi Tribe,4
National Democratic Front-Bicol (NDF-Bicol),4
Student Demonstrators,4
Pattali Makkal Katchi (PMK),4
Male supremacists,4
Anti-Israeli extremists,4
Arab Liberation Front (ALF),4
Supporters of Nicolas Maduro,4
National Liberation Force of Bengalis (Bangali Janamukti Bahini),4
Baloch Raji Ajoi Sangar (BRAS),4
Makhachkala Gang,4
Mapuche Ancestral Resistance (RAM),4
Serbs,4
Column 88,4
Irigwe Militia,4
Arab Democratic Party,4
Popular Liberation Army (Puerto Rico),4
Sinhalese Militants,4
Sheikh Omar Hadid Brigade,4
Committee of Coordination,4
Revolutionary Solidarity,4
Cambodian People's Party (CPP),4
Forces of the Struggling Ranks,4
New Order- France,4
Comite Argentino de Lucha Anti-Imperialisto,4
Naga extremists,4
Ahrar Al-Jalil (Free People of the Galilee),4
Sandinist People's Army (EPS),4
Beja Congress,4
Israeli Terrorist Group,4
Eastern Turkistan Islamic Movement (ETIM),4
Sudan Alliance Forces,4
Saraya Awliya al-Dam,4
Phineas Priesthood,4
Al-Shabaab al-Mu'minin,4
Direct Action Against Drugs (DADD),4
Nationalist Patriotic Alliance (APN),4
Dignity for Colombia,4
National Front for the Salvation of Libya,4
Gang,4
Anti-Communist Commando of the South,4
Mahan Madhesh Janakantri Party (MMJP)- Nepal,4
Commandos for A Popular alternative,4
Revolutionary Action of Liberation,4
Tribesmen Murad Tribe,4
Rajneeshees,4
Coalition for Unity and Democracy (CUD),4
14 K Triad,4
Dev Yol,4
Bunda Dia Kongo (BDK),4
South East Antrim Brigade,4
Mon Insurgents,4
Activists,4
Robin Food,4
International Resistance,4
Lebanese Socialist Revolutionary Organization,4
Fatah al-Islam,4
Colombia Without Guerrillas,4
Modakeke Ethnics,4
Somozists,4
Democratic Revolutionary Front (FDR),4
Provisional Coordinating Committee for the Defense of Labor,4
Tupamaro Revolutionary Movement,4
National Integration Front (FIN),4
Latin America Anti-Communist Army (LAACA),4
"Covenant, Sword and the Arm of the Lord (CSA)",4
Welsh Extremists,4
United Front for Democratic Change (FUC),4
September 11,4
National Resistance Movement (NRM),4
Kata'ib Khattab al-Shishani,4
Grupo Estrella,4
Nawasi Brigade,4
Mujahideen Islam Pattani,4
Kyini ya kilima,4
Mapuche Lavkenche Resistance (RML),4
NVF,4
Student Front of the People,4
Brazilian Anti-Communist Alliance (AAB),4
Resistenza Corsa,4
Kuki Liberation Army (KLA),4
Shuar extremists,4
Yemenis,4
Sympathizers of Al-Qaida Organization,4
Al-Madina,4
Black Afro Militant Movement,4
Merille Militia,4
United Kuki Liberation Front (UKLF) - India,4
Kanak Separatists,4
Movement for Democratic Change (MDC),4
Extortionists,4
People's Revolutionary Militias (MRP),4
Aristide supporters,4
Union of Congolese Patriots (UPC),4
Parbatya Chattagram Jana Sanghati Samity (PCJSS) - Bangladesh,4
1st of May Group,4
Al-Arifeen,4
Hindu Morcha Nepal,4
Armed Forces of National Liberation- Venezuela (FALN),4
New Year's Gang,4
Huria Kristen Batak Protestan (HKBP),4
Puerto Rican Resistance Movement,3
Army of Islam,3
Movement for the Actualization of the Sovereign State of Biafra (MASSOB),3
Baathist extremists,3
National Liberation Army (Ecuador),3
Save Kashmir Movement,3
Muslim Janbaz Force,3
United Somali Congress,3
Revolutionary Force 9,3
Hadramawt Tribes Alliance,3
Anti-Independence extremists,3
Anti-Christian extremists,3
Arsonists for Social Cohesion,3
Banyamulenge rebels,3
Niger Delta Vigilante (NDV),3
Bru National Liberation Front (BNLF),3
Turkish Communist Workers Party,3
Front for the National Liberation of Puerto Rico,3
Red Flying Squad,3
Tontons Macoutes,3
Union of Forces for Democracy and Development (UFDD),3
Communist Party of Thailand,3
Al-Haramayn Brigades,3
Patriotic Front for Peace/People's Army (FPP/AP),3
Revolutionary Student Front,3
Shan Insurgents,3
Nestor Paz Zamora Commission (CNPZ),3
Besi Merah Putih Militia,3
Harakat ul-Mujahidin (HuM),3
Odua Peoples' Congress (OPC),3
December 13 Independent Group,3
"Liberation Army for Presevo, Medvedja and Bujanovac (UCPMB)",3
Ejercito de Liberacion Nacional (Bolivia),3
RYF,3
Pro-Pakistani extremists,3
Revolutionary Worker Clandestine Union of the People Party (PROCUP),3
American Servicemen's Union (ASU),3
Armed Peasant Association (ACA-EP),3
Al-Nasireen Group,3
Revolutionary Anti-Racist Action,3
Armenian extremists,3
Anti-State Action,3
Socialist Patients' Collective (SPK),3
Mustafa al-Hujairi Group,3
Karamojong Warriors,3
Special Purpose Islamic Regiment (SPIR),3
Global Intifada,3
Savane Pistache gang,3
Revolutionary Action Party,3
Mujahedeen Army,3
Black Revolutionary Assault Team,3
United Bengali Liberation Front (UBLF),3
Mariano Moreno National Liberation Commando,3
Government Supporters,3
Colombian Patriotic Resistance,3
Save Uganda Movement,3
Seikijuku,3
Abida Tribe,3
Mahaz-e-Inquilab,3
Karbi National Volunteers (KNV),3
Red Guard,3
Niger Delta People's Volunteer Force (NDPVF),3
14th of December Command,3
National Front Against Tigers (NFAT),3
Fuerzas Armadas Revolucionarias del Pueblo (FARP),3
Islamic Jihad Group (IJG),3
Armata Corsa,3
Hizb al-Tahrir al-Islami (HT),3
Al-Ahwaz Arab People's Democratic Front,3
Idealist Association,3
Skinheads,3
Al-Furqan Brigades,3
Al-Jehad,3
Ikhwan-ul-Muslimeen,3
Shiv Sena,3
Panama Defense Force,3
Alipour militia,3
Forbid the Evil Group (Muslim Extremists),3
Bavarian Liberation Army,3
Rohingya Solidarity Organization,3
Save Our Israel Land,3
Revolutionary Liberation Action (Epanastatiki Apelevtherotiki Drasi) - Greece,3
Sect of Revolutionaries (Greece),3
Asbat al-Ansar,3
Organized Proletarian Communists,3
23 May Democratic Alliance (Algeria),3
Brigades of Imprisoned Sheikh Omar Abdel-Rahman,3
Delta Group,3
Likud Political Party,3
Algerian Moslem Fundamentalists,3
Settlers at Kfar Darom,3
Nicaraguan Patriotic Alliance (APN),3
Islamic Party of Kenya (IPK),3
Kilafah Islamic Movement,3
Armed Communist Struggle,3
Atyap militia,3
Western Togoland Restoration Front (WTRF),3
Popular Will (Greece),3
Army for Freeing Scotland,3
Revolutionary Workers Party of Bolivia (PRTB),3
Attack Teams for the Dissolution of the Nation (Greece),3
Lions of Khilafah in the Maldives,3
Algeisk Wolves,3
Former Interior Ministry Officers,3
Niger Delta Liberation Force (NDLF)-Nigeria,3
Habr Gedir Clan,3
Anti-Revolutionary Agents,3
Armed Squads for Communism,3
South Sudan Liberation Army (SSLA),3
United Action Council,3
Waltraud Boock Group,3
Timorese Students,3
Hanafi Muslims,3
Congress Party Activists,3
Togolese Dissidents,3
Revolutionary Commandos of Solidarity,3
Adivasi People's Army (APA),3
Ansar Al Sunnah (Palestine),3
Islamic Youth Shura Council,3
Anti-Imperialist Cell (AIZ),3
Association of Demobilized Armed Forces,3
Anti-Zionist Commandos,3
Anti-Castro Command,3
Farighan,3
Anti-Religion extremists,3
Egyptians,3
Greek National Socialist Organization,3
Resistencia Galega,3
Khyber Brigade,3
Karenni National Progressive Party,3
"Raul Ernesto Cruz Leon, Salvadorian",3
Janatantrik Terai Mukti Morcha- Bisphot Singh (JTMM-B),3
Jewish Committee of Concern,3
Andres Castro United Front,3
Northern Diriangen Front (FND),3
Madhesi People's Rights Forum (MPRF),3
Anti-Castro Group,3
White Legion (Georgia),3
Anti-Gun Control extremists,3
Kuki National Army (KNA),3
United Achik Liberation Army (UALA),3
Kashmiri Hezbollah,3
National Alliance (Chad),3
Georgian Militants,3
313 Brigade (Syria),3
All India Anna Dravida Munetra Kazgan Party,3
Saharan Revolutionary Armed Front (FARS),3
Dan Na Ambassagou,3
Black Berets,3
Medellin Drug Cartel,3
Jadid Al-Qaida Bangladesh (JAQB),3
Guerilla Party of the Galician Poor,3
Afar Revolutionary Democratic Unity Front,3
Autonomous Manuel Rodriguez Patriotic Front,3
Maoist Communist Party of Manipur,3
Amr Bil Maroof Wa Nahi Anil Munkir,3
Communist Party of Nepal- Unified Marxist-Leninist (CPN-UML),3
Maskini Liberation Front,3
Revolutionary Internationalist Solidarity,3
Red Sea Afar Democratic Organization (RSADO),3
Somali Islamic Front,3
Soldiers of the Algerian Opposition,3
Nationalist Intervention Group,3
Turkish radicals,3
Charles Martel Group,3
"Worker Autonomy, Continuous Struggle",3
Front for the Liberation of the French Somali Coast,3
Iraq's Jihadist Leagues,3
National People's Movement Coordination Committee,3
Gumuz militia,3
Christ Chaos,3
Air and Azawak Liberation Front,3
Armed Nuclei for Territorial Counterpower,3
Boere Aanvals Troepe (BAT),3
German Speaking Separatists,3
Muslim Youth,3
Jamiat-e Islami-yi Afghanistan,3
Death to Rustlers,3
Iberian Anarchist Federation,3
Hezbollah Palestine,3
Overall Deniers of Joining the Existing,3
National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK),3
National Liberation Front of Provence (FLNP),3
Northern Terror Front,3
Freital Group,3
Latin American Anti-Fascist Command,3
Aceh Singkil Islamic Care Youth Students Association (PPI),3
Free Libya Martyrs Brigade,3
Vietnamese Organization to Exterminate Communists and Restore the Nation,3
Vulkangruppe NetzHerrschaft zerreissen,3
Suqour al-Ahvaz,3
Black Brigade,3
Arakan Liberation Party (ALP),3
Pro-choice extremists,3
Commandos of France,3
Shura Council of Ajdabiya Revolutionaries,3
Revolutionary Armed Organization,3
Territorial Resistance Army,3
Black Hebrew Israelites,3
Army of the Tribes,3
Internationalist Cells,3
Pro-Iraqi Terrorists,3
Baloch Young Tigers (BYT),3
Al-Nasir Army (Syria),3
Dravidar Viduthalai Kazhagam (DVK),3
Arab Revolutionary Cells,3
National Revolutionary Command (Umar al-Mukhtar),3
Communist Group of Proletarian Internationalism,3
Black extremists,3
Fire Group,3
Islamic Mujahidin,3
Saraya Waad Allah,3
Lahij Province of the Islamic State,3
Kazakhstan Liberation Army,3
Concerned Militant Leaders (CML),3
Popular Anti-Communist Militias,3
Ambazonia Tigers,3
Yellow Organization of Air Force Officers,3
Pro-Kabul Provocateurs,3
Catholic Reaction Force,3
Right-Wing Militants,3
Wampis extremists,3
National Anti Communist Commando,3
Revolutionary Movement for National Salvation (REMNASA),3
Armed Forces of Popular Resistance (FARP),3
Suicide Squad,3
Angry Brigade,3
Anti-Republican extremists,3
Bab Tajura Brigade,3
Animal Rights Militia,3
Al-Sadr Brigades,3
Bilal Badr Group,3
Hafiz Gul Bahadur Group,3
Autonomy-Seeking Arabs,3
Fedayeen,3
Black Wednesday,3
September 11 Commandos,3
Baba Ladla Gang,3
Freedom Party,3
Corsican Revolutionary Brigade,3
Patria Nueva (New Country),3
Patriotic Europeans against the Islamization of the West (PEGIDA),3
Croatians,3
National Socialist Council of Nagaland-Reformation (NSCN-R),3
October-80,3
Nordic Resistance Movement,3
Afrin Falcons,3
Left-Wing Workers,3
7 April Libyan Organization,3
Communist Hunters Command (CCC),3
Turks,3
Kurdish guerrillas,3
Egypt's Revolution,3
People's Liberation Movement,3
Islamic Unification Movement,3
Afghan Rebels,3
Libyan,3
Black Liberation Front,3
Earth First!,3
National Revolution,3
Red Brigades Fighting Communist Union (BR-UCC),3
Organized Comrades for Feminist Counter-Power,3
South African Liberation Support Cadre (SALSC),3
Autonomous Resistance,3
Mabanese Defence Forces,3
The Order II (Bruder Schweigen Strike Force II),3
Revolution's Brigade,3
The Revolt,3
Revolutionary Cells Network (SRN),3
Organizacion Democratica Nacionalista (ORDEN),2
Ikhwan Jammu and Kashmir,2
Zaire Self-Defense Group,2
Citizen's Rights Protection Volunteers,2
Communists Fighting Imperialism and Armaments,2
Professional Killers,2
Tharuhat Joint Struggle Committee (TJSC),2
Islamic Movement of Kashmir,2
Islamic Jihad Union (Uzbekistan),2
Al-Faran,2
Nihilists Faction,2
Greek Anarchists' Union,2
Gutierrez Gomez Resistance Group,2
New Patriotic Party (NPP),2
Combat Territory Groups,2
Tehrik-e-Galba Islam,2
National Democratic Alliance (NDA),2
Communist Party of Malaysia- Marxist-Leninist,2
Anti-Socials,2
Conqueror Army,2
Farmer's Movement of the Philippines (KMP),2
Rote Zora,2
Armed Forces for Liberation of East Timor (FALINTIL),2
Gangs of Conscience,2
Kalpar Tribesmen,2
Gono Bahini (GB),2
Anti-Establishment Nucleus,2
Environmental Life Force,2
M-5,2
Communist Combat Unit,2
Union members,2
Anti-Coup extremists,2
Jamaica Labor Party,2
Belarusian Liberation Army,2
Revolutionary Voice of the People (VPR),2
Irianese Tribesmen,2
Odessa Underground,2
Katsuhisa Omori,2
Fighters for Communism,2
Civil War Veterans,2
Coup plotters,2
Forest Brothers,2
Militant Peasants (NFI),2
Democratic Youth Federation of India (DYFI),2
U/I Islamic Separatists,2
Chechen Lone Wolf Group,2
28 May Armenian Organization,2
Soldiers of the Caliphate,2
Umbane People's Liberation Army (Swaziland),2
Congolese National Movement- Lumumba (MNCL),2
Guatemalan Communist Party,2
Ethiopians,2
Anti-Armenian Organization,2
International Communist Group,2
Ansar Wa Mohajir (Pakistan),2
Lekagak Tenggamati,2
Ramiro Ledesma Social Centre,2
Sanidila Secessionist Movement,2
Congolese Patriotic Resistence-Patriotic Armed Forces (Pareco/FAP),2
Al-Sa'iqa,2
Moran Tiger Force (MTF),2
Defenders of the Fatherland,2
Arab Socialist Baath Party,2
Red Dragons,2
Free Fatherland,2
Supreme Command for Jihad and Liberation,2
Salvadoran Guerrillas,2
Saraya Thorat Aleshreen,2
Syrian Resistance Forces to Liberate Golan Heights,2
Central American Movement of Solidarity (MOSCA),2
Armed Affinities in Revolt,2
National Corps,2
Al-Bakazim,2
Farm Animal Revenge Militia (FARM),2
Arsonists,2
Magahat Militia,2
Anti-Arab extremists,2
Islamic Arab Front of Azawad (FIAA),2
Tehrik-e-Tuhafaz (Pakistan),2
U/I Snipers,2
Dynamic Youth Forum,2
National Front for the Revolution in Burundi (FRONABU-Tabara),2
Council for Popular Justice,2
Miners,2
Anti-Fascist Territorial Group,2
Bosnian Serbs,2
Iraqi Islamic Vanguards for National Salvation (IIVNS),2
Organized Crime,2
National Democratic Party,2
Friends of Freedom,2
New Partisans Movement,2
White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia,2
National Independent Committee for Political Prisoners and Persecuted and Missing Persons,2
Pro-Palestinian Immigrants,2
Khumbuwan Mukti Morcha,2
Tawhid and Jihad (Palestine),2
Southern Sierra Peasant Organization,2
Koglweogo,2
Khalistan Zindabad (Long Live Khalistan),2
Somali Guerrillas,2
United Democratic Front (UDF),2
Arya,2
Naga Students Federation,2
Proletarian Revolutionary Action Front (FRAP),2
Pragatishil Tarai Mukti Morcha,2
New Order,2
Puka Inti Maoist Communist Party,2
Volunteers of Innocent People of Nagas (VIPN),2
Francisco Villa People's Front,2
Iraqi National Congress (INC),2
Kaka-Tribesmen,2
U/I Somali Militiamen,2
Former Soldiers/Police,2
Group of the Fatima Church Attack,2
Abkhazian guerrillas,2
People's Alliance,2
Right-Wing Gunmen,2
Gruppe Haw Weg Den Scheiss,2
Khorasan jihadi group,2
Bahrain Province of the Islamic State,2
Black Eagles,2
Islamic Party (Somalia),2
Communist Patrols for Counter Power,2
Action Front for the Liberation of the Baltic Countries,2
Anti-Narita Extremists,2
Revolutionary Cells (Argentina),2
Naga National Council (NNC),2
Democratic Front for Renewal (FDR),2
Libyan Students,2
Kanakas,2
Freedom Eagles of Africa,2
Enyele Militia,2
Al-Hadid,2
Pro-Khasbulaton Rebels,2
Maccabee Squad and the Shield of David,2
Poor People's Party,2
Kotoko Tribal Group,2
U/I Liberian Gunmen,2
Anti-Kurdish Turks,2
Union of Patriots for the Defense of Innocents (UPDI),2
Palestinian/Lebanese nationalists,2
Tepi Youth,2
Ansarul Islam (Pakistan),2
Cleansing Squad,2
Fundamentalists,2
Shield of Islam Brigade,2
United Liberation Front of Barak Valley (ULFBV) - India,2
National Movement of Soldiers in Shirts,2
National Committee Against Independence (CNCI),2
United National Party,2
The United Revolutionary Front of Bhutan,2
Al-Borkan Liberation Organization,2
Mercenaries,2
Terena Indians,2
Secret Army Organization,2
Pacifist and Ecologist Committee,2
Jaish al-Mujahideen (Syria),2
International Solidarity,2
Revolutionary Proletarian Initiative Nuclei (NIPR),2
Al-Ma'unah,2
Puerto Rican Liberation Front,2
Imam Hussein Brigade,2
United Jihad Council,2
Young Cuba,2
Sons of Liberty,2
Martyr Abu Ja'far Group,2
Peoples' United Revolutionary Movement (HBDH),2
Anti-Communist extremists,2
Sociedade Secreta Silvestre (ITS-Brazil),2
Umar al-Mukhtar Martyr Forces,2
Nicaraguan Counter Revolutionaries (group unk),2
Dark Harvest,2
Palestinian Hezbollah,2
Squadrons of Terror (Katibat El Ahoual),2
Rajput extremists,2
Peasant protesters,2
Solidarity with imprisoned members of Action Directe (AD),2
Movement for Democracy and Justice in Chad (MDJT),2
Egyptian Tawhid and Jihad,2
National Revolutionary Front of Manipur (NRFM),2
Republic of New Afrika,2
Committee for the Abolition of 5G and Its World (CLA5GSM),2
Adan Abyan Islamic Army (AAIA),2
Fako Action Restoration Forces,2
Vigorous Burmese Student Warriors,2
Ahfad al-Sahaba-Aknaf Bayt al-Maqdis,2
Angry Brigade (Italy),2
God's Army,2
Al-Qaida Network for Southwestern Khulna Division,2
Fire and Flame for the Police (FFdP),2
Supporters of Laurent Nkunda,2
Egbesu Youths of the Bayelsa,2
Mutahida Majlis-e-Amal,2
Anti-Zionist Movement,2
Clandestini Corsi,2
4 August National Organization,2
The Eradication of Evil,2
Students for a Democratic Society,2
Tyrol Separatists,2
Islamic Defenders' Front (FPI),2
Al-Nasirin (India),2
Al-Intiqami al-Pakistani,2
Jaish al-Ta'ifa al-Mansura,2
Right-wing Terrorists,2
Army of the Republic of Ilirida,2
Revolutionary Force 26,2
Scottish Socialist Republican League,2
Islamic Shashantantra Andolon (ISA),2
Saor Eire (Irish Republican Group),2
Argentine National Organization Movement (MANO),2
Pessach Group,2
Black Cells,2
Armed Revolutionary Left (IRA),2
Commando Delta,2
Dominican Popular Movement (MPD),2
Carlos Echeverria commando group,2
Pokot extremists,2
Ma'sadat al-Mujahideen,2
Syrians,2
Proletarian Nuclei for Communism,2
Popular Militia (Chile),2
Popular Resistance (Laiki Antistasi),2
National Committee to Combat Fascism,2
Revolutionary Anti-Capitalist Initiative,2
Mujahedeen Corps in Iraq,2
Rastas,2
Movement of the Revolutionary Left (MIR) (Venezuela),2
Tony El Pelou Band,2
Quartermoon Society,2
Front de Liberation du Quebec (FLQ),2
Nationalist Integrationist Front (FNI),2
Nuer White Army,2
Rugovasit Group,2
Anti-Imperialist Territorial Nuclei (NTA),2
Popular Army Vanguards- Battalions of Return,2
South Londonderry Volunteers (SLV),2
1920 Revolution Brigades,2
Lashkar-e-Omar,2
Jaish al-Muslimin (Army of the Muslims),2
Draa El Mizan Seriat,2
Thanthai Periyar Dravidar Kazhagam (TPDK),2
Avengers of the Infants,2
People's Revolutionary Movement (MRP),2
Mouhadine,2
Islamic Movement for the Liberation of Raja,2
Jaish al-Sunnah,2
Black December,2
Nicaraguan  Revolutionary Armed Force,2
Continental Revolutionary Army,2
Democratic Movement for the Liberation of the Eritrean Kunamas (DMLEK),2
Ananda Marga,2
Koreans,2
Columbia PM,2
Timorese guerrillas,2
Guardsmen of Islam,2
Tribal guerrillas,2
Revolutionary Vanguard,2
Maruseido (Marxist Youth League),2
Condor,2
Anti-Communist Patriotic Front,2
Basque guerrillas,2
Atanga Nji Militia,2
Group for Martyred Isam as-Sartawi,2
Tamil Liberation Army,2
Jordanian Revolutionary and Military Committee (MOUAB),2
Provisional National Government of Vietnam,2
Polish,2
Alwiya Al-Waad Al-Haq (Truthful Promise Brigades),2
Jundul Khilafah (Philippines),2
Janatantrik Terai Mukti Morcha- Prithvi Singh (JTMM-P),2
Armed Revolutionary Action (ENEDRA),2
Mai Mai Karakara Militia,2
The Scorpion,2
Terai Cobra,2
Black Hand,2
Anti-Democratic Struggle,2
Islamic Cause Organization,2
Anti-globalization extremists,2
National Council for Revival and Democracy (CNRD),2
Revolutionary Armed Forces (FAR),2
Bahujan Samaj Party,2
Vanuatu Mobile Force (VMF),2
Al-Toaiman Tribesmen,2
Tawheed Militia,2
Rab'Allah,2
Republican Forces of Burundi (FOREBU),2
Civil Protection Units (YPS),2
Bolivian Luminous Path,2
Children of November,2
Communist Progress,2
"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia (FUNCINPEC)",2
Imam Shamil Battalion,2
Rizvon Sadirov Group,2
Ansar al-Furqan,2
Movement of Islamic Action of Iraq,2
Congolese Democratic Coalition,2
Americans for Justice,2
Akali Dal Party,2
Iraqi Democratic Front,2
Armed Forces Revolutionary Council (AFRC),2
Black Lebanon,2
Revolutionary Peoples Army,2
League of Communists,2
Ghniwah Militia,2
Proletarian Action Group,2
Filipino Soldiers for the Country,2
The Front for the Liberation of the Cabinda Enclave - Renewed (FLEC),2
People's Tamil Organization,2
Independent Nasserite Movement,2
Zagros Eagles,2
Proletarian Core,2
Aitarak Militia,2
Communist Front for Counterpower,2
Mozambican Rebels,2
Kata'ib al-Khoul,2
Salafi Abu-Bakr al-Siddiq Army,2
Secret Organization Zero,2
Khomeini loyalists,2
May 98,2
People's Revolutionary Organization- Colombia (ORP),2
Jordanian Islamic Resistance,2
Grupo de Combatientes Populares,2
